"Rank","Player","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs.","ADP"
"325","Jake Butt","DEN","TE44","5","197","278","252.4","28.7","",""
"326","Maxx Williams","BAL","TE45","10","199","264","231.8","24.1","",""
"327","Markus Wheaton","CHI","WR111","9","200","278","236.9","27.3","",""
"328","Leonte Carroo","MIA","WR112","11","203","265","240.0","23.1","",""
"329","Dorial Green-Beckham","FA","WR113","","203","235","219.0","16.0","340.0","+11.0"
"330","Brian Quick","WAS","WR114","5","204","281","251.5","23.4","",""
"331","Will Tye","NYG","TE46","8","204","272","244.0","17.6","",""
"332","Pharoh Cooper","LAR","WR115","8","204","262","235.3","20.7","",""
"333","Benny Cunningham","CHI","RB91","9","205","280","249.0","25.9","",""
"334","Josh Gordon","CLE","WR116","9","205","217","211.0","6.0","252.0","-82.0"
"335","Ryan Switzer","DAL","WR117","6","208","277","248.3","29.4","",""
"336","Andre Holmes","BUF","WR118","6","210","279","248.0","27.6","",""
"337","Matt Moore","MIA","QB37","11","210","245","224.0","15.1","",""
"338","Branden Oliver","LAC","RB92","9","211","285","255.1","24.7","230.0","-108.0"
"339","Adam Humphries","TB","WR119","11","211","275","255.0","25.9","331.0","-8.0"
"340","Jimmy Garoppolo","NE","QB38","9","211","249","233.2","15.4","313.0","-27.0"
"341","Brandon Coleman","NO","WR120","5","213","268","242.7","18.3","259.0","-82.0"
"342","Washington","Redskins","DST26","5","216","266","244.3","20.9","318.0","-24.0"
"343","Cordarrelle Patterson","OAK","WR121","10","217","279","249.7","22.3","",""
"344","Rashad Jennings","FA","RB93","","218","284","254.7","27.4","",""
"345","Sammie Coates","PIT","WR122","9","218","275","255.6","19.9","",""
"346","Josh Ferguson","IND","RB94","11","220","264","241.0","18.0","",""
"347","Josh Lambo","LAC","K21","9","222","266","240.4","12.6","302.0","-45.0"
"348","Roberto Aguayo","TB","K22","11","225","247","240.3","6.9","275.0","-73.0"
"349","Cameron Artis-Payne","CAR","RB95","11","227","271","250.0","18.0","336.0","-13.0"
"350","Mike Nugent","NYG","K23","8","227","243","235.8","6.6","",""
"351","Bruce Ellington","FA","WR123","","229","274","261.5","15.3","",""
"352","Mitch Trubisky","CHI","QB39","9","230","261","247.5","13.0","305.0","-47.0"
"353","Charcandrick West","KC","RB96","10","231","282","256.4","18.3","309.0","-44.0"
"354","Bucky Hodges","MIN","TE47","9","231","252","241.5","10.5","",""
"355","Malcolm Brown","LAR","RB97","8","232","278","255.0","23.0","",""
"356","Chad Hansen","NYJ","WR124","11","232","253","242.5","10.5","",""
"357","Rashard Higgins","CLE","WR125","9","233","273","252.6","13.3","",""
"358","Dwayne Washington","DET","RB98","7","234","280","268.3","14.0","",""
"359","Phil Dawson","ARI","K24","8","234","265","245.5","12.1","266.0","-93.0"
"360","Josh Hill","NO","TE48","5","234","259","246.5","12.5","",""
"361","Chester Rogers","IND","WR126","11","234","248","241.0","7.0","341.0","-20.0"
"362","Matt Dayes","FA","RB99","","235","274","254.5","19.5","",""
"363","Dede Westbrook","JAC","WR127","8","235","254","246.7","8.3","",""
"364","Alfred Morris","DAL","RB100","6","236","285","262.0","17.9","304.0","-60.0"
"365","Adam Shaheen","CHI","TE49","9","238","267","248.3","11.6","280.0","-85.0"
"366","Brian Hill","ATL","RB101","5","239","259","249.0","10.0","",""
"367","Josh Brown","FA","K25","","239","245","242.0","3.0","",""
"368","Clive Walford","OAK","TE50","10","240","268","256.7","12.0","",""
"369","New Orleans","Saints","DST27","5","240","240","240.0","0.0","",""
"370","Dan Carpenter","FA","K26","","242","257","249.5","7.5","",""
"371","George Kittle","SF","TE51","11","246","274","254.5","11.3","281.0","-90.0"
"372","Colin Kaepernick","FA","QB40","","249","249","249.0","0.0","",""
"373","Robert Griffin","FA","QB41","","256","260","258.0","2.0","",""
"374","Virgil Green","DEN","TE52","5","257","265","261.0","4.0","",""
"375","Elijah McGuire","NYJ","RB102","11","261","276","270.7","6.8","",""
"376","Javorius Allen","BAL","RB103","10","268","283","278.2","4.9","",""
"377","Jonnu Smith","TEN","TE53","8","269","271","270.0","1.0","",""
"378","DeAngelo Williams","FA","RB104","","280","283","281.5","1.5","306.0","-72.0"
