"Sony Michel","One of the interesting stats I've come across through my offseason research was that rookie running backs who were drafted in the first-round over the last six years finish as a RB1 80 percent of the time. While it's a very small sample size - it just goes to show that when a team invests a first-round pick on a running back - you shouldn't be afraid to roster him. On top of that - he plays for a team that's finished top-three in scoring in every season since 2010. Seriously - that's ridiculous. The only thing that would get in Michel's way is fumbles - so please - protect the ball."
"Emmanuel Sanders","It's very possible that Sanders outperforms my ranking of him - but he's now 31 years old and has started to show signs of slowing down - whether it be age or injuries. His yards per target has declined each of the last three seasons - bottoming out at 6.0 yards in 2017. The upgrade in quarterback should help - though - as he was still averaging 7.7 targets per game - which ranked 17th among wide receivers. He should be considered a solid WR4 with some upside."
"Jimmy Graham","This is an interesting case - because we just saw the Packers sign a big-name free agent last year who was a massive letdown - but things have changed since that time. The biggest boost for Graham is the fact that Jordy Nelson is gone - as he was Aaron Rodgers' go-to target in the red zone - a job that can quickly become Graham's. He's not going to be the tight end who racks up 50-plus yards per game like Gronk - Kelce - or Ertz - but his touchdown numbers should be right in line with theirs. The concern with Graham is that he's going to turn 32 years old this year and showed signs of decline with an elite quarterback last year - as he failed to record more than 72 yards in any one game."
"Jamison Crowder","After the Redskins traded for Alex Smith - I knew I'd be high on Crowder. My interest only grew fonder when the Redskins brought in Paul Richardson - who should help stretch the field and open things underneath for Crowder. Smith doesn't like throwing into tight windows - as evidenced by NFL's NextGenStats that show a league-low 12 percent of his throws went to a wide receiver with one or less yard of separation. While Richardson and Josh Doctson were mediocre at separating - Crowder averaged 3.2 yards of separation - which ranked eight among wide receivers in 2017."
"Chris Hogan","Despite playing in just nine games in 2017 - Hogan managed to finish tied for 25th in red zone targets - and actually had the same amount that Brandin Cooks (12) did - despite Cooks playing all 16 games. It goes to show the confidence Tom Brady has developed with him - so by taking Hogan where he's currently going in drafts - you're getting WR2 upside at WR4/WR5 cost."
"Robert Woods","As it turns out - coaching does - in fact - matter more than most care to admit. After failing to finish as a top-40 wide receiver in any of his first four seasons - Woods finished as the WR33 in 2017 despite missing four games! His 85 targets over 12 games would extrapolate to 113.3 over a full 16-game season - though we can't automatically pencil him in for that with the arrival of Brandin Cooks. With the way their defense improved - it's unlikely that they'll be throwing any more in 2018 - so you have to keep your expectations at bay with Woods. He's likely to be on the WR3/WR4 border most weeks and offers little upside with all the playmakers on that offense."
"Kirk Cousins","Many are assuming that just because the talent around Cousins got better - that he'll produce more than he did with the Redskins. I'd hit the brakes on that assessment - as his efficiency was among the best in the game while there - and he was among the top-10 in pass attempts every season. Going to the Vikings (who threw the ball just 526 times in 2017) is going to change that - as their defense is top-three in the league - which doesn't allow shootouts. They also just lost their offensive coordinator Pat Shurmur - so it'll take some time for everyone to sync up. While Cousins should be a bit more consistent - I don't think he comes with the upside to warrant a top-eight quarterback selection."
"Devin Funchess","It seems that everyone is forgetting how much Greg Olsen means to this offense and why Funchess got the volume he did last year. While he did a solid job - the Panthers felt the need to draft a wide receiver with their first-round pick - and one who'll play the underneath possession-style role - eliminating Funchess' volume. He's going to be a lesser version of Kelvin Benjamin going forward."
"Duke Johnson","Carlos Hyde and Nick Chubb both join the fold - but Johnson has been so impressive in his role that you can count on his touches being safe. He was start-worthy as often as virtually any other running back last season. The downside is that he will be stuck in that role rather than having a chance to become a three down back."
"Randall Cobb","I get it - Cobb's career has gone downhill the past few years - but that shouldn't force you to run from him completely. The last I checked - his quarterback is still Aaron Rodgers - which means 10 touchdowns is well within reach. Even with Jordy Nelson in town last year - Cobb saw 92 targets in 15 games - showing how much he still means to the offense. While there were rumors of him being cut due to his large salary cap number - they decided to hold on for another season - and you should - too."
"Kyle Rudolph","It came out not long ago that Rudolph had offseason ankle surgery - which is now his eight surgery in the last 10 years. It hasn't affected him much over the last two years - though - as he ranks third in receptions - sixth in yards - and second in touchdowns among tight ends. He'll get an upgrade at quarterback with Kirk Cousins - though the Offensive Coordinator has also changed. You want to say that he's one of the safer TE1's in fantasy football - but it's only a matter of time before the injuries start to catch up - right?"
"Chris Thompson","Coming back from a broken leg is never going to be easy to do - as you' rather tear an ACL at this point in time. It's a shame - too - because Thompson just had a historic season. While most talk about Alvin Kamara's ridiculous efficiency - they looked over how impressive Thompson was while averaging 7.81 yards per touch - which was more than Kamara who averaged 7.73 yards per touch. It wasn't just yardage - either - as there've been 265 running backs over the last five years who've totaled at least 100 touches - and Thompson's 1.47 PPR fantasy points per touch ranked second to only Kamara in that span."
"Cooper Kupp","Despite missing Week 17 - Kupp finished as the No. 27 wide receiver in his rookie season - something that's not common in today's game. He did benefit from Robert Woods missing four games - and it now doesn't help that Brandin Cooks has been added to the mix. The part you can hang your hat on is that Kupp plays an entirely different role in the Rams offense than Cooks will - so it shouldn't affect his role too much. With Cooks - Woods - and Todd Gurley on the roster - it's going to be tough for Kupp to outperform last year's numbers without an injury."
"Tevin Coleman","Unless there's an injury to Devonta Freeman - it's hard to see Coleman living up to his current ADP - which is right around the 22nd-24th RB off the board. In games where Freeman's played all four quarters - Coleman topped 11 carries just once last season. When seeing in between 6-11 carries per game - it makes it difficult to produce massive numbers unless you're consistently scoring touchdowns at an unsustainable rate - which Coleman has. The reason you draft him is because he can give you flex-type production with Freeman - but turns into a must-start RB1 without Freeman."
"Robby Anderson","This is a ranking that can move - as Anderson could potentially be suspended by the commissioner. He's had off -the-field issues multiple times - but the most recent arrest has some really bad details - particularly when he said things to a police officer about what he'd do to his wife. He may escape legal trouble - but the NFL is sure to investigate. It could be an Ezekiel Elliott situation where we don't even know when the season begins - so you have to build that risk into his draft price. He belongs in the WR4 range because of it."
"Devante Parker","There are a lot of fantasy players who are bailing on Parker at this point in his career - and while I get why they'd want to do that - it's a mistake. He's a former first-round pick who is 6-foot-3 and 220 pounds - who has produced when he's been healthy. There've been 25 games in which he's seen at least five targets - and in those games he's averaged 68.2 yards and 0.3 touchdowns - which is low-end WR2 numbers. He did that with Jarvis Landry on the team - who is now a Cleveland Browns receiver. It's rare to find a player this late in drafts who has 120-target potential - but Parker does. If he stays healthy - he's going to finish as a top-30 wide receiver with upside for more."
"Tarik Cohen","Another team that didn't add a running back in the draft was the Bears - who will be riding the shoulders of Jordan Howard and Cohen. While they did add quite a bit of receiving talent to the roster - Cohen is a movable chess piece that Matt Nagy can have some fun with. Cohen was able to finish as the RB30 last year despite having the vanilla John Fox as his head coach."
"Matthew Stafford","It seems like Stafford is the same quarterback every year - as he's now finished in-between the QB5 and QB11 in six of the last seven seasons. Both him and Matt Ryan are the borderline QB1's that you don't LOVE drafting - but they're usually the safest picks on the board - though Stafford usually goes a bit earlier. While his overall numbers put him in the top-12 - he's been outside the top-12 in each of the last four seasons when it comes to QB1 performance percentage - as he's typically around the 37.5 percent mark."
"Rex Burkhead","Burkhead is expected to take a backseat to Sony Michel - but don't forget that Rex was useful even with Dion Lewis finishing as a top 12 fantasy running back last season. There is definitely room for him to perform in a similar fashion this year - especially if the Patriots further cut down on their pass attempts."
"Marshawn Lynch","The signing of Doug Martin makes little sense - but the fact that they held onto Lynch tells you what you need to know - he's going to play. He seemed to get better as the year went on in 2017 - finishing as the No. 11 running back from Week 9 through Week 17. Apparently Jon Gruden wants to run the ball a lot - and even though his history says different - he has the personnel to do just that. Lynch is the new version of Frank Gore with more touchdown upside."
"Julian Edelman","Edelman is suspended for the first four games of the season - so his draft stock has fallen - but when he is on the field - he always gives low-end WR2 type numbers. If you can afford to play without him for the first four weeks then you might want to make him a target."
"Marlon Mack","It's a bit difficult to know how the Colts value Marlon Mack - as they didn't attack any of the big-name running backs in free agency - but did draft two running backs in the first five rounds. He apparently had offseason shoulder surgery that he's recovering from - but the Colts backfield is one to watch in the preseason."
"Will Fuller","When Fuller returned from injury in the second half of the season - we saw a much more clear picture of who he actually is. Sure - Watson will be back - but the touchdown rate will be cut in half and Fuller is merely a lottery ticket every week."
"Trey Burton","There is no denying that Burton was a highly sought after tight end free agent this off-season. The Bears ended up signing him to a big deal and he expects to step in right away as a playmaker. With that said - going from Wentz to Trubisky is a big drop off - and now - the Bears have plenty of weapons int he passing game so Burton may be going overrated at this point. The upside is clearly there - but don't sleep on the risk."
"Sterling Shepard","Over the first two years of his career - Shepard has shown the ability to step-up and be the focal point of a passing attack - though he doesn't need to be with Odell Beckham Jr. on the field. To know that he has that ability is a bonus - though - as Beckham Jr. has dealt with injuries throughout his career. Pat Shurmur did wonders for Adam Thielen's career while working out of the slot - which is where Shepard has played over 80 percent of his snaps the last two years. He's going to give you WR4 production regardless - but has upside for more."
"Ben Roethlisberger","Did you know that Roethlisberger has been a top-8 fantasy quarterback just twice during his 14-year career? Missed games play into that a lot - but he's never been one of the elites in fantasy football. With that being said - he's finished top-10 in two of the last four seasons and may now have the best wide receiver group he's ever had in Antonio Brown - JuJu Smith-Schuster - and James Washington. The Steelers defense is in somewhat of a rebuild mode - so it shouldn't be shocking to see him in more shootouts like the one against the Jaguars in the playoffs. He's not going to be an every-week starter - but he's going to win you some weeks."
"Jordan Reed","He's not for those who are risk-adverse - as he's never played all 16 games. In fact - he has averaged just 10.4 games played over his five-year career - with a career-low of six games last year. Still - when on the field - he's been one of the top-five tight ends in the game - and the arrival of Alex Smith doesn't hurt at all - as he's produced a couple top-five tight ends in his time."
"Marquise Goodwin","Goodwin is one of the tougher players to project this season - as the 49ers will be welcoming Pierre Garcon back to the lineup - they added Jerick McKinnon in free agency - and they traded up in the second-round to snag Dante Pettis. Still - Goodwin was the alpha-dog for Jimmy Garoppolo last year - totaling 51 targets - 34 receptions - 545 yards - and two touchdowns over the final seven games of the season. You have to wonder if that chemistry carries over into this season - or was it more of a there's really no one else to throw to scenario? There's risk with drafting him as a top-30 wide receiver - but if you get him around the WR40 range - you can afford to take that risk."
"Andrew Luck","Let's be real about this - nobody outside of Andrew Luck knows whether or not he can return to form. It's possible that it may take time for him to come around - and it's unlikely we get a large preview in the preseason. Because of that - he needs to be lowered on your draft board. When taking Luck - you're going to have to draft another quarterback to your squad - unless we've seen him throw extensively. Prior to hurting his shoulder - Luck finished as a top-four quarterback in three of his last four seasons."
"Nelson Agholor","For someone who ranked 50th in targets per game among wide receivers last year - Agholor is getting a lot of love in early drafts. Knowing that - tied in with the fact that Carson Wentz will regress in the touchdown department - and you have yourself a recipe for disaster when taking him as a top-35 wide receiver (as he's currently being drafted)."
"Kerryon Johnson","While I'm typically pretty aggressive in my pursuit of high-round rookie running backs - Johnson has the toughest backfield to project. Not only did the Lions draft Johnson in the second-round - but they also snagged LeGarrette Blount in free agency. If there's one thing Blount does well - it's handle early-down work. If there's anything Theo Riddick does - it's handle third-down work. Do you see where this is going? Johnson is probably the best all-around running back on the roster - but they aren't benching Blount or Riddick - so he'll be left to battle for touches. Oh - and don't completely write-off Ameer Abdullah - who still has the possibility of being traded."
"Jordy Nelson","After being a top-three fantasy receiver two straight years - Nelson disappeared last year - posting more than 100 fewer points than the previous year and finishing as a WR5. Now that he is in a new offense and playing in the slot - we might see him split the difference in half."
"Jimmy Garoppolo","There's a lot of hype surrounding Garoppolo - who finished the season with a bang. His 8.8 yards per attempt ranks as third-best of any quarterback who's thrown the ball at least 100 times in the last five years. With that being said - he did finish with just 7 touchdowns and 5 interceptions in five starts - so it wasn't all coming together just yet. He lacks a true No. 1 receiver - which may hurt his overall touchdown numbers - and he doesn't offer any rushing upside - as he's rushed for just 17 yards in his seven NFL starts. There's definitely a chance that he gets into QB1 territory - but you shouldn't pay for that just yet."
"Jack Doyle","This is - quite obviously - one of the most difficult players to forecast. Not only does Andrew Luck's shoulder linger over Doyle's production - but the Colts made a move for Eric Ebron who is one of just 14 tight ends all-time to receive for over 2,000 yards before his 25th birthday. There is a chance that Doyle finishes as a top five tight end and also a decent chance he is entirely irrelevant. I don't mind buying a lottery ticket - just be aware that it is what we are getting out of Doyle."
"Philip Rivers","Facts are facts and Rivers has now finished as a top-12 quarterback in eight of the last 10 seasons. He's got one of the better offensive lines in football and his weapons have never been better than they are right now. There's not enough love for the boring low-end QB1."
"Kelvin Benjamin","Let me be clear - I'm not a fan of Benjamin the player - but I am a fan of the targets he'll see with no other viable wide receiver in Buffalo. It was the reason he saw 115-plus targets in Carolina - and the quarterback situation wasn't much better (from an accuracy standpoint) - but he was able to finish as a top-24 receiver multiple times. Targets first - talent second in fantasy football. As long as Benjamin shows he's healthy when drafts start taking place - he's worthy of a top-40 wide receiver pick."
"Isaiah Crowell","It is assumed by most that Crowell will be handed the starting job with the Jets since he is the only back on the roster who has done it before - but there is a reason the Browns didn't bring him back. He hasn't been any good - so even if he is the lead back - his ceiling is that of a flex."
"Kenny Stills","Without looking - where do you think Stills would rank among wide receivers in yards and touchdowns over the last two years? I bet you didn't think he was 32nd in yards and 9th in touchdowns. Even though I believe Devante Parker has a career-year - there's plenty of targets to go around - as the Dolphins were one of just three teams who had three receivers with more than 80 targets - and they were the only team with three wide receivers who had 96 or more targets. With Jarvis Landry out - Stills' target ceiling is likely around 115."
"Jamaal Williams","Part of the reason analysts are predicting that Aaron Jones will win the job is because of Williams' inability to create big plays. He had just one run of more than 15 yards (25 yards) on 153 carries - the worst big-play rate in the NFL. He did show the ability to carry the ball 20-plus times per game and the offensive line was a bit dinged up - so don't simply dismiss him - either. Taking him outside the top-30 running backs isn't bad - as there's legitimate top-10 upside with any starting running back in the Packers offense. Just know that he's got very-high bust potential as well."
"Marqise Lee","Most don't seem to know that despite missing two games in 2017 that Lee ranks 27th in targets among wide receivers over the last two years. Keep in mind that Allen Robinson was healthy and played the entire 2016 season - so this is noteworthy. The Jaguars let Robinson walk - but retained Lee on a four-year - $34 million contract - which wasn't far off what Robinson got with the Bears. I he stays healthy - he's locked into 100-plus targets - which is why he should be considered a borderline WR3 with some upside if Blake Bortles continues to improve."
"Rishard Matthews","Despite Marcus Mariota getting hurt in 2016 and struggling through much of 2017 - Matthews remained consistent in his production - hauling in 61 percent of his passes for 14.5 and 15.0 yards per reception in each year. The area his production dipped - though - was targets and touchdowns. With Corey Davis slated for a bigger role in 2018 - you should expect that decline to continue - though Matthews won't go away - as he's been extremely efficient with his targets. He's comparable to the Titans version of DeSean Jackson."
"George Kittle","When you watch Kittle play - it is easy to imagine him morphing into a star tight end with Jimmy G. The matter of the fact is - however - that he was merely mediocre with Jimmy under center. The majority of Kittle's production came when his college teammate - C.J. Beathard was the one throwing passes. That isn't to say things can't change over the off-season - but just know that drafting Kittle as a TE1 is no sure thing."
"Carlos Hyde","He's someone I was targeting in best-ball leagues as a low-end RB2 just a couple weeks ago - as I do believe the Browns are going to be run-heavy in 2018. While that's still going to be the case - them drafting Nick Chubb in the second-round was the worst-case scenario for Hyde (outside of them taking Saquon Barkley). Chubb is essentially a younger version of Hyde - but faster. I still believe Hyde gets 10-12 touches per game - but it's not enough to crack the top-30 running backs."
"C.J. Anderson","Most thought it was a terrible landing spot for Anderson in Carolina - but it was likely the best-case scenario. Most don't realize that Jonathan Stewart totaled 198 carries last year - which ranked inside the top-20 at the position. Anderson has always been one of the most efficient runners on first- and second-down while playing behind a mediocre offensive line. If he reaches the same amount of carries that Stewart did - he's going to finish as a top-24 running back. The best part is that you don't have to spend even a top-30 running back pick on him."
"Jared Goff","Last season - Goff managed to finish the year as a QB1 - but then again - so did Bortles so that really shouldn't mean too much. In fact - his touchdown rate was inflated - the Rams lost Sammy Watkins and he threw only 477 passes. Goff shouldn't be considered much more than a game manager."
"Matt Ryan","The addition of Calvin Ridley bumped Ryan's stock up just a bit - enough to move him ahead of guys like Jared Goff and Jimmy Garoppolo. Ryan isn't going to be the top fantasy quarterback that he was in 2016 - but he's someone you should be happy to roster if you're waiting until the late rounds to draft your quarterback."
"Allen Hurns","The word is that Hurns is the Cowboys' clear-cut number one receiver as of now. He has produced before in an expanded role so it isn't crazy to see him performing as a flex play from week to week now that Dak is his QB."
"Patrick Mahomes","There is plenty of hype surrounding Mahomes after one big game. Let's not forget Matt Flynn - though - who was similar before busting. Yes - he has weapons to throw to and a huge arm - but there are also question marks that leave Mahomes as a major risk too."
"Marcus Mariota","Mariota showed significant upside two seasons ago when he was the QB1 for an eight-week stretch. Last year was a trainwreck - however - as he finished QB18. His ceiling is much higher than that - but the floor is a disaster - making him only a streamer for the time being."
"Theo Riddick","The Lions backfield is loaded with a bunch of decent backs who are all about on the same level. It will be tough for most of them to find touches except for Riddick who has his job locked in. Expect much of the same - making him a solid depth piece to fill in during bye weeks and injuries."
"Ty Montgomery","The Packers have made it clear that Montgomery will have a sizeable role in the Packers' offense - but that it will primarily be on third down. While this certainly caps his upside - it gives enough safety that you can draft him as a reliable depth piece - and who knows if he might just end up winning the #1 job back one way or another."
"David Njoku","I'm a big fan of Njoku the player - but I don't see where or how he finishes as a top-15 tight end with all the other talent on the roster. Not only are the Browns going to be run-heavy - but they need to find a way to keep Jarvis Landry - Josh Gordon - and Corey Coleman involved. Because of that - his targets aren't going to be where they need to be."
"Giovani Bernard","Mixon should be the primary back and may even end up as a bell-cow for the Bengals. With that said - Bernard has always performed well in a limited roll and did post 158 yards in Week 16 - so there seems to be a chance that Cincy would give him another opportunity to shine in a larger role."
"Josh Doctson","We didn't get the best numbers from Doctson - so it makes sense why many will be avoiding him - but do consider that he is the Redskins' top receiver - and that is exactly why defenses focused on locking him down with their shadow corners. He had the single toughest set of matchups last season and as that lets up - we should see plenty of production."
"Nick Chubb","The Browns may have drafted Chubb early - and he certainly looks impressive on tape - but don't overlook the fact that Carlos Hyde was extremely good last season. It won't be an easy task for Chubb to take over as the starter - and even if he does - don't expect a workhorse type of workload. Don't forget that Duke Johnson is plenty impressive himself too."
"James White","While Rex Burkhead is still is town and Sony Michel joined the group - remember that it was James White who finished the season getting goal-line work. If it carries over into the season - he would make for a terrific flex player week to week seeing that he also gets targets in the passing game."
"Dak Prescott","Dak's awful season actually ended with him finishing as a top 10 fantasy QB ahead of Big Ben. With Zeke back in the lineup full time and a healthy offensive line - he may just return to the level of production we saw his rookie season."
"Alex Smith","Most people say that 2017 was an outlier year for Smith - and while it's hard to disagree that it was better than the rest - he's been doing this for a while now. Since 2011 - Smith has thrown 132 touchdowns compared to just 43 interceptions. In that period - there are just two quarterbacks who have a better TD:INT ratio than him: Aaron Rodgers and Tom Brady. You don't do that over a seven-year period if you're a mediocre quarterback. With Jay Gruden's history with Kirk Cousins - it's very possible that we're underestimating Smith's fantasy potential. If you're the type to grab two quarterbacks in a draft - Smith would make an excellent No. 2."
"Devontae Booker","While it seems that the Broncos drafted Royce Freeman to jump in as the lead-back from Week 1 - it is far from certain at this point. Booker is said to have a shot at the job - so keep an eye out and draft him in the meantime as a shot in the dark."
"DeSean Jackson","When you watch as much football as I do - you see some things that some people may have missed. When it comes to Jackson - he and Jameis Winston were just a touch off on connecting for multiple 40-plus yard touchdowns - which would have dramatically changed how fantasy players valued him this offseason. There were four passes that I can recall right now that were within a yard or two of his hands that might turn into long touchdowns this year. Even in what was a down year for him - he produced WR3 numbers 50 percent of the time - which ranked 33rd among wide receivers."
"D.J. Moore","Cam Newton may be an exceptional football player - but passer he is not. There are only so many targets to go around between Greg Olsen - Christian McCaffrey and Devin Funchess so while Moore is a terrific talent - he may not offer startable production right away for fantasy purposes."
"Charles Clay","Clay may not have finished with the best numbers last season - but prior to his injury - the Bills were peppering him with targets. Once he returned - Clay wasn't quite himself - but over the final three weeks of the season - he saw another 27 targets which has to encourage fantasy owners. Add in the fact that the Bills still have no receiving weapons and Clay doesn't make a bad tight end in deep leagues or best ball contests."
"Aaron Jones","If Aaron Jones wins the three-down back job outright - we are looking at a potential top 5 fantasy back. Chances are - however - that this scenario won't play out - despite his talent. The Green Bay staff has made it clear they intend on using a committee involving all three backs. If this is the case when Jones comes back from suspension - he is merely a week to week flex. Jones is still worth drafting based on the upside - though."
"Cameron Meredith","Although Meredith is far from a sure thing - the word is that he is recovering well from surgery and should be good to go this season. Now that he is on Drew Brees' team - big things could be in store if he gets a chance at the starting wide receiver two job. Consider him to be a late-end lottery ticket."
"O.J. Howard","Howard was unbelieveably efficient last season with 432 yards and 6 touchdowns in just 39 targets. Granted - that touchdown rate is nearly impossible to repeat - but it goes without saying that his target total will at least double if the Bucs know what is good for them. In standard leagues - he was only 30 fantasy points behind Evan Engram despite 76 fewer targets."
"Kenny Golladay","Golden Tate has 90+ receptions each of the last four years - Marvin Jones was a top five receiver and while Eric Ebron is now gone - Theo Riddick will still command targets too. It isn't as though Golladay isn't talented - but the ceiling is limited unless one of these key pieces suffers an injury."
"Tyler Eifert","Sure - there is a chance we see another 140 point fantasy season from Eifert - but even that 2015 output appeared to be a fluke. He had an absurd touchdown rate and just 615 receiving yards. More likely - we will see the version who has missed significant time in three of the past four seasons. Rememeber - nobody wanted him in free agency so he crawled back to the Bengals. That should tell you most everything you need to know."
"Eric Ebron","It may be tempting - but don't be so quick to give up on Ebron. Since 2000 - only Gronk - Tony Gonzalez - Jason Witten and Jeremy Shockey have as many receiving yards as Ebron before their 25th birthdays. Obviously - Ebron will have to overtake Doyle before having much relevance - but there is a shot it happens and thus - a shot Ebron morphs into a top-five fantasy tight end with Andrew Luck throwing him the ball."
"Mohamed Sanu","While I've got Calvin Ridley higher in my rankings - Sanu is the safer draft pick. He's a proven veteran who knows the offense - and posted WR3 numbers in 67 percent of his games last year - which ranked 13th among wide receivers. He doesn't have much upside - but if you're looking for a safe - high-floor type producer - Sanu is your guy."
"Jaguars","It's not often that I'd support the idea of drafting a defense before the final round - but the Jaguars are a slightly different animal. They are one of the most dominant defenses we've seen in their lifetime - they haven't lost any of their important pieces - and they're extremely young."
"Dez Bryant","As it stands now - Green Bay and Seattle seem like the most obvious fits for a Dez landing spot. If either comes to fruition - we would be talking about a WR2 once again - but if he goes to a less ideal location - he ought to be regarded as a touchdown dependant WR3 or flex play."
"Cameron Brate","If the Bucs hadn't just signed Brate to a big-time contract - I'd be ready to fade Brate - considering how excellent O.J. Howard was once he took over. The Bucs did sign Brate - however - and Jameis positively loves him. When Jameis was the starting QB - Brate was a top four fantasy tight end last season. In fact - in the six games Brate started - the Harvard grad was a top 12 tight end even more often than Gronk."
"Bilal Powell","It's not an ideal situation in New York - but if you really think they'll lean on Isaiah Crowell more than they did Matt Forte - you're going about this the wrong way. Powell should at least have the same role he had last year - if not more. He finished as the RB26 - less than double his current cost. He's not someone who will win you your fantasy league - but he can most definitely play a role."
"Jared Cook","It is hard not to like the weapons Cook is competiting with from Amari Cooper and Jordy Nelson to Martavis Bryant - but Cook was seventh in receiving yards last season so he is definitley still a fantasy asset. Granted - Derek Carr has taken a big step back so there will only be so many touchdowns to go around - but you'd expect Cook to improve on the two he posted last year - and if he had even three - we would have been looking at a top 12 fantasy tight end."
"Corey Clement","It seemed that Clement started to pick up steam in his pursuit for more snaps as the year went on - but he never topped 28 snaps. Keep in mind that's with Darren Sproles missing essentially the entire season - and he's been brought back in 2018. Between Sproles - Jay Ajayi - and Clement - this is going to be a wildly inconsistent backfield for fantasy purposes. He's nothing more than a bench-stash who has value should something happen to Ajayi or Sproles."
"Nyheim Hines","Say hello to the next Darren Sproles. He doesn't have the upside of a D'Onta Foreman who could be a workhorse running back in the right scenario - but Hines is a good bet to contribute in the passing game each and every week so if you are in a deeper league - don't hesitate to add him."
"Tyler Lockett","Some are scared of Brandon Marshall signing - but you shouldn't be one of them - as I don't even think he's a lock to make the roster. Lockett isn't someone I'd chase in drafts - but he plays with Russell Wilson - has flashed before - and the touchdowns have to go somewhere. His price doesn't reflect any of that."
"Calvin Ridley","Although Ridley wasn't drafted as the top receiver in the class - he is certainly the most polished. Sure - he's got a guy named Julio Jones hogging targets in his offense - but Ridley should start from the get-go and is playing with the MVP from two seasons ago."
"Derek Carr","This time last year - Carr was the fourth quarterback off the board. He struggled through injuries last season and finished as the QB21. In 2016 - however - he was a top 10 QB so you'd have to think it will end up somewhere in between - making him merely a streamer for the time being."
"Austin Seferian-Jenkins","Early reports indicate that ASJ has quickly become Blake Bortles' favorite target. This should come as no surprise considering run-blocking 33-year-old Marcedes Lewis has five touchdowns for the Jags last season. ASJ is a significantly better weapon and has a chance to finally realize his potential this season in an offense that has lackluster receiving and tight-end friendly quarterback."
"Paul Richardson","Although it appears Crowder and Doctson are the Redskins' top two receivers - the fact that they went out and spent 40 million on Richardson has to turn some heads. Even if he does wrestle away snaps from them - however - Alex Smith is expected to throw fewer pass attempts than Kirk Cousins this year so the pie is smaller."
"Mitch Trubisky","The Bears are expected to let Trubisky loose this season with the additions of Matt Nagy - Allen Robinson and Trey Burton. He could be this year's Jared Goff - but that doesn't mean you should draft him with that expectation. There is plenty of risk as well."
"D'Onta Foreman","Foreman has enormous upside as a breakout candidate - but first he will have to manage to bounce back completely from a torn achillies - which is a tough task - unseat Lamar Miller - then hope Watson is himself again. That seems like a tall task - but the lottery ticket is worth the risk."
"Blake Bortles","You may want to give up on Bortles - but he has now been a QB1 three consecutive seasons and managed to be the #2 QB over the final five weeks of the season. It is never pretty - but he gets the job done from a production perspective."
"Anthony Miller","Many are clamoring for Miller to get big targets as a rookie in Chicago - but there are a few problems with that notion. First - Trubisky has some major question marks. Additionally - Allen Robinson - Trey Burton - Taylor Gabriel - Tarik Cohen and Kevin White are all going to be seeing targets too. Miller may have value - but his upside is limited."
"Chris Carson","Although the Seahawks just spent serious draft capital on a running back - it is growing more difficult to ignore the reports about Chris Carson excelling this off-season. Pete Carroll is not afraid to give the better man the job and accept a sunken cost."
"Eli Manning","Manning finished as the #23 QB last year but with Beckham gone and Saquon not yet in place. The Giants patched up their offensive line and should be much more competitive this year so don't hesitate to use Eli in a few streaming opportunities over the course of the year."
"Latavius Murray","Dalvin Cook was an absolute bell-cow for the Vikings before his injury - but a lot of that may have been because Murray was injured. There is a possibility that Murray has a role in a split backfield sort of situation and gets some goal-line carries. Plus - just imagine how Murray would perform if Cook was hurt and McKinnon now out of his way."
"Jameis Winston","Winston is suspended for three weeks so he is undraftable outside of two-qb leagues. When he returns - however - we are looking at a top-10 quarterback. He was superb last season when healthy and still getting better."
"Matt Breida","The 49ers paid big bucks for Jerick McKinnon - but they also didn't draft a running back which means Shanahan is comfortable with Breida as his number two. Remember that Tevin Coleman was created by Shanahan's offense and that Breida is an even better athlete."
"Mike Williams","Last season - Williams only gave fantasy owners one game with more than 2 receptions. That doesn't mean he is a bust - however. Rather - with a full off-season to work with the offense and play healthy - Williams could take a big step forward - especially with Hunter Henry out for the year."
"Tyrell Williams","Mike Williams is expected to start with Keenan Allen - but now that Hunter Henry is gone and the Chargers didn't replace him - we might end up seeing Williams get enough targets to monitor for fantasy purposes. There will be some weeks where he posts big numbers - so queue him up in best ball formats."
"Ricky Seals-Jones","Seals-Jones is an elite athlete who excelled in spurts last season - but hardly saw the field enough to make a difference. If that should change this pre-season - he would be an immidiate top sleeper candidate all across the industry since Arizona lost so many targets and upgraded at quarterback."
"Ted Ginn","Another year with Drew Brees - yet his cost is down? Well - to be fair - Ginn is now 33 years old and the Saints have added a lot of new pieces around him. Cameron Meredith was a pretty solid signing - as was drafting Tre'Quan Smith - who is known as a downfield receiver. We also cannot forget the addition of Ben Watson - who is sure to see more targets than Coby Fleener did the last two seasons. There were just five games where Ginn saw more than five targets last year - meaning his fantasy production is going to be sporadic. He also caught a ridiculous 76 percent of passes - which was far more than his previous career-high of 58 percent - so you're looking at some regression. He's a guy you plug in for bye weeks and hope you get one of his better performances."
"Kenneth Dixon","Had Dixon not suffered a season-ending injury last season - we may just be talking about him as a top 15 running back headed into this fantasy season. The fact is that Baltimore raved about him so don't be shocked if he gets a crack at considerable touches even with Alex Collins ahead of him for now."
