"Benjamin Watson","Watson is old as dirt - but he was remarkably efficient last year even with Joe Flacco - posting a huge 77.2% catch rate for 522 yards and 4 touchdowns on just 79 targets. Now that he is returning to New Orleans - where Drew Brees loves to pass to tight ends - we may just see Watson return to the 110 targets and #8 tight end finish that Watson posted in the same offense during the 2015 season."
"Austin Ekeler","It seemed that while the Chargers used Ekeler in an extended role while Melvin Gordon was dinged up last year - they wanted to upgrade their depth chart. While some will see that they didn't draft a running back until the seventh-round and think Ekeler is fine - you have to know that Justin Jackson (that pick) would've gone earlier if he didn't have so much mileage on his body. He was best-suited for a backup role - while Ekeler is likely the new Branden Oliver."
"Michael Gallup","It is hard to believe Gallup fell as far in the draft as he did - but the Cowboys have to be thrilled. Apparently they are in love with him and intend on using him from day one. Don't forget that Dak Prescott was a top 10 fantasy QB last year even though he had a rough season. Those yards and TDs have to go somewhere."
"Case Keenum","John Elway did not go get a quarterback in the draft because he appears to be confident in what Keenum offers. Now - he isn't start worthy every week - but with Thomas and Sanders in the receiver core - there will be a couple starts this season that he provides useful performances."
"Martavis Bryant","We've seen Bryant as a fringe WR2 while sharing targets with two of the best players in football. Now that he is in Oakland with just Amari Cooper and an old Jordy Nelson - his ceiling takes another step forward. First - however - he will have to get on the field and stay clean."
"Doug Martin","Martin has been an RB1 multiple times in his career and it wouldn't surprise anyone if he suddenly returned to that type of production. With that said - he should also be considered the underdog to win the starting job with Marshawn Lynch on the roster. Even if he does - it would likely be a split workload."
"LeGarrette Blount","Potentially the worst landing spot for someone with his skill-set - as players who don't participate in the passing-game don't stay on the field under Jim Bob Cooter. It's possible that new head coach Matt Patricia wanted Blount from his days in New England - but when they drafted Kerryon Johnson in the second-round - it pretty much buried the hope for Blount. He may score from time-to-time - but you're better off letting someone else draft him."
"Austin Hooper","We know Hooper has plenty of upside - but with the addition of Calvin Ridley - it seems unlikely that his target share will improve much more - if at all. Unless they start throwing Hooper the ball - he has essentially zero fantasy value."
"Frank Gore","You want to say that Gore wouldn't have gone to the Dolphins to just sit on the bench in his final year - but it's hard seeing him receive many touches with youngsters Kenyan Drake and Kalen Ballage on the roster. But still - why would the Dolphins sign him if they weren't planning on at least using him in a 8-10 touch per game role? It's an odd situation for sure - but knowing that Gore has averaged just 3.8 yards per carry over the last three years makes your life easier. His best days are behind him and he's playing behind what will be one of the worst offensive lines in his career. You're better off looking for someone who presents actual upside late in drafts."
"Andy Dalton","Dalton has never finished worse than QB18 through his first seven seasons so it should come as a surprise if it happens that way this year. He is without question among the worst starters in football - but he gets the job done well enough to start most weeks in two-QB leagues."
"Dede Westbrook","There are some in the industry who adore Westbrook - but most see him as the clear-cut fourth wide receiver in a weak passing offense. Obviously if the second is correct - there is no value unless someone gets injured. He isn't the worst possible late-round pick - however - as there is some upside."
"Peyton Barber","Some are still expecting Barber to start for the Bucs - eh? When you draft a running back at the top of the second-round - call me skeptical. Whether or not you like it - draft stock matters. Barber is a formerly undrafted free agent who the Bucs let sit on the bench while Doug Martin and Charles Sims combined for 1071 yards on 354 carries over the last two years. That amounts to just 3.03 yards per carry. While Barber played better - they obviously felt the need to invest in Ronald Jones. He's just the handcuff - guys."
"T.J. Yeldon","While there is no guarantee of an injury to any one player - they do happen - and Fournette is among the most injury prone running backs in the game. If he were to go down at some point - Yeldon would likely be a top 20 running back right away - plus he is useful in the passing game even if no injury happens all season."
"Jordan Matthews","While Julian Edelman is out for the first four games - Matthews expects to see a larger role with the Patriots. We've seen Tom Brady turn lesser players into household names - and if Matthews can get off to a hot start - don't be surprised if they keep him on the field."
"Vance McDonald","It is no guarantee that the Steelers will give McDonald the starting job - but should he take it over from Jesse James - we would be looking at a breakout candidate with top 10 tight end upside. McDonald is a capable athlete who could certainly excel in the red zone of Big Ben's offense."
"Mike Gesicki","He's an athletic freak who can do things most human beings cannot - though we mustn't forget that he's still a rookie tight end and he's got a lot to learn. The reason for some optimism - however - is that the Dolphins don't really have another tight end on the roster who is a clear-cut starter to force Gesicki out of the lineup. On top of that - the exit of Jarvis Landry and Julius Thomas frees up over 220 targets in the passing attack. There's reason for optimism - but history tells us to be weary of rookie tight ends."
"Darren Sproles","Sproles may be old - but he has been an RB3 or better in 5 of the past 6 years he was healthy including two years ago. The Eagles are saying he will start - and while his workload will clearly be limited - it should be enough to warrant flex starts once the bye weeks and injuries roll in."
"Chris Ivory","Chris Ivory would be expected to step into a much larger role should LeSean McCoy end up suspended or cut as a result of the allegations. He isn't the most talented player - nor is he in a strong offense - but there is no subsitute for touches."
"Chris Godwin","Last season - Godwin was extremely efficient with his targets. Now that he is starting - those targets should increase and we could see a breakout. He still has Mike Evans - DeSean Jackson and two strong tight ends to share work with - however - so that breakout comes with a capped ceiling."
"Tyrod Taylor","Tyrod has never had weapons like this - yet has always managed to be a sufficient fantasy asset. Feel free to use him until his time as the starter runs out - especially in two-qb leagues. He will go undrafted in most leagues - but makes for a great streamer at times."
"Quincy Enunwa","Josh McCown was actually really good last season and seeing that he is starting again in 2018 and that Robby Anderson is likely to be suspended - Enunwa just might be the #1 in that offense. He has been plenty useful before and might return flex value if he gets the targets."
"Donte Moncrief","Apparently - the Jags are going to start Moncrief over Dede Westbrook and DJ Chark. If that is the case then he has some value - but moving from Andrew Luck to Blake Bortles and an offense who wants to run as often as possible limits his upside."
"Danny Amendola","There were some crazy rumors coming out of Miami early in the offseason suggesting that Amendola would see 100-plus targets in Jarvis Landry's old role. The issue with that was that the Dolphins signed Albert Wilson before him - and for much more money. Amendola will turn 33 years old this year and is not built for that type of role - as shown by the fact that he's failed to top 689 yards in his career - and has played 16 games just twice. He may have a higher floor than most in his range - but his ceiling isn't what some are making it out to be."
"Christian Kirk","The Cardinals lost over 200 targets this off-season and someone will have to step up as the Cardinals' number two wide receiver. Granted - doing it as a rookie is always a challenge - but there is little doubting that he is the second most talented receiver on the team so this will be a battle to watch closely in the preseason."
"Javorius Allen","It's unlikely that Allen sees the field a whole lot in 2018 - unless the Ravens have completely moved on from Kenneth Dixon. Going back to the 2016 season - Allen touched the ball just 12 times. The Danny Woodhead injury at the start of 2017 definitely meant he needed to get more involved - but there are no guarantees this season. He's just a bench stash at this point."
"Mike Wallace","Why do I feel like every time I see Mike Wallace's name - I think of the song End of the Road? It's been such a long career for Wallace at a high-level of production - but starting over with another new team at the age of 32? It feels like he's a slight upgrade over Torrey Smith's role on the team last year - leaving him off the fantasy radar. If something should happen to Alshon Jeffery - though - Wallace would be an immediate waiver wire add."
"Ryan Tannehill","Tannehill may have lost Jarvis Landry - but the Dolphins picked up some extra weapons too. If he is healthy - he is a safe bet for 4,000 yards. You can't start him every week even in two-QB leagues - but there will be more than a handful of matchups where you might want to consider him."
"Keelan Cole","There are questions about how many snaps Cole will get each game in a crowded Jags' receiving core - but it shouldn't go overlooked that he led the NFL in receiving yards over the last five weeks of the season. He could breakout if he gets the opportunity."
"Jordan Wilkins","It isn't though Wilkins is some elite talent - although he seems to be underrated in that department too. Rather - Wilkins is worth drafting primarily because of the situation in Indy. Marlon Mack may not be able to handle a three-down workload which might just leave first and second down in Andrew Luck's offense open to Wilkins. Watch this one closely in case we get another Alfred Morris rookie season out of Wilkins here."
"Jermaine Kearse","It's rare to see a wide receiver see 102 targets in a season - only to be cut the next - but it seems like a realistic possibility for Kearse. If released - the Jets would take no cap hit - and they have a pretty crowded room of wide receivers. He is a veteran presence - but on a rebuilding team - they may lean on others to fill that role. You should be avoiding Kearse in early drafts."
"Geronimo Allison","Possibly fantasy football's best kept secret to this point - as you have the chance to get one of Aaron Rodgers' starting wide receivers essentially for free. With Randall Cobb playing the slot almost exclusively - Allison would start opposite Davante Adams in 2WR sets. Did everyone forget that James Jones caught 14 touchdowns from Aaron Rodgers a handful of years ago - only to retire a few years later? Allison has played 15 total games with Rodgers under center - and in those games he's totaled 45 targets - 26 receptions - 381 yards - and two touchdowns. That's some pretty good point-per-target production - and despite them drafting a few wide receivers - he's the only one who has experience in the offense - chemistry with Rodgers - and production to show he's capable."
"Albert Wilson","Wilson figures to fit into the slot in this Dolphins offense and just remember what Jarvis Landry did out of the spot. Now - Wilson is not as talented as Landry - but there are plenty of targets to be had and Wilson figures to step into enough of them to be a safe depth piece."
"Brandon Marshall","At this point - you shouldn't even be convinced that Marshall makes the Seahawks 53-man roster. At the moment he signed with them - he acknowledged he's not in football shape and has a long way to go. It's likely that Jaron Brown winds up as the better fantasy option."
"Hayden Hurst","While I'm typically against drafting rookie tight ends - Hurst may be an exception to the rule. He's already 25 years old - so it's unlikely the Ravens want to waste his prime athletically. Next - it's not an offense that favors the wide receivers. In fact - it's one that favors the tight end position - which is likely why the Ravens also added Mark Andrews in the third-round. Ravens tight ends have accounted for 285 targets - 214 receptions - 1740 yards - and 10 touchdowns over the last two seasons - and that was with Dennis Pitta (who hadn't played football in years) and 37-year-old Ben Watson as the featured players. Hurst's ball-tracking is on a different level than most rookies - so don't be shocked to see him walk into 80-plus targets in year-one."
"Corey Coleman","It seems for now that Coleman is the odd man out with Josh Gordon now back and Jarvis Landry joining Cleveland - but as we've seen many times before - that can change quickly. If it should - whether it be an injury or suspension - Coleman is exceptionally talented and could certainly bloom into a week to week fantasy starter."
"John Brown","At this point - we have to admit that Brown is among the most injury-prone players in football - and while we don't want to see anything happen - you of course have to keep it in mind. If he plays - we might get a WR3 performance - but remember that Joe Flacco is the one throwing the footballs."
"Wayne Gallman","It's pretty sad to see Gallman's value go from usable bye-week filler to third on the depth chart - though that's what happened when the Giants drafted Saquon Barkley and snagged Jonathan Stewart in free agency. Truth be told - though - I'd rather own Gallman than Stewart - as Gallman can contribute in the passing-game and is much more versatile. Whatever the case - he's only going to be usable if Barkley were to miss time."
"Cole Beasley","After posting at least 41 yards in 13-of-16 games in 2016 - Beasley hit that mark just one time in 2017 and finished with a measly 314 yards. The Cowboys offense was a mess in 2017 and it's likely to be again in 2018 - but the loss of Dez Bryant and Jason Witten could provide Beasley with more targets. Still - he's a low-upside target late in drafts - but one you can use if you're in a pinch."
"Samaje Perine","After being selected in the fourth-round of last year's draft - the Redskins apparently saw all they needed to see last year. Perine plodded his way to just 3.4 yards per carry and scoring one touchdown on 175 carries. Both he and Rob Kelley failed to distance themselves from each other - even when Chris Thompson went down with a season-ending injury. Because of that - the Redskins drafted Derrius Guice in the second-round in this year's draft. Perine is just a low-upside backup."
"Spencer Ware","Kareem Hunt took the world by storm last year - but it was no different than what Ware did prior to his concussion in 2016. Now that he is returning from injury - don't discount the potential of Ware splitting the Chiefs' running back duties - as Andy Reid has been known to allow in the past."
"Kalen Ballage","When you see Ballage - you'll say to yourself - he's a running back?" He's a massive young man (6-2 - 228) who excels in the passing-game - though he struggles in-between the tackles. Similar things were said about David Johnson when he came into the league - but Johnson has shown to be an effective runner. Ballage has to compete with Kenyan Drake and Frank Gore for touches - but he should get 4-6 touches per game out of the gate. If he impresses - he could earn more work."
"Elijah McGuire","Don't sleep on McGuire having an outside chance at winning the starting role outright for the Jets. As it looks now - Isaiah Crowell and Bilal Powell are probably ahead of him - but the job is open for competition and we've heard enough good things about McGuire that the possibility of him becoming fantasy relevant is quite realistic."
"Luke Willson","It seemed like the Lions would add a tight end in the draft after cutting Eric Ebron - but Willson is the clear-cut starter as we head into the season. The Lions seemed to focus on using Ebron a lot more last year - though that may have had to do with trying to boost his trade value. Whatever the case - Willson will have the biggest role of his career - though it's likely not enough to be a weekly fantasy contributor."
"Joe Flacco","If there was ever one thing that Flacco had going for him - it was job stability. You knew that by drafting him as your No. 2 quarterback in a 2QB league - he wasn't going to get benched. Now that the Ravens have drafted Lamar Jackson - those days are over. Flacco did get some increased weaponry in Michael Crabtree - John Brown - Hayden Hurst - Mark Andrews - and Willie Snead - but is it too little - too late? He's now finished as the QB20 or worse in three straight seasons and it's hard to trust him as anything more than a streaming QB2."
"C.J. Prosise","If you could go back and read some of the blurbs on Prosise from the last two years - you'd wonder why everyone has forgotten about him. He was touted as a David Johnson-type running back who was a better receiver than he was a runner - which made sense having formerly played wide receiver at Notre Dame. He's the best pass-catcher in the Seahawks backfield and has produced while on the field - so I wouldn't simply forget about him. If he can stay healthy - he could turn out to be a Gio Bernard-type producer for them."
"Ameer Abdullah","There is a chance that Abdullah gets cut - since it seems the Lions can't keep both Abdullah and Blount. Ameer isn't the favorite to win the job - but the battle also isn't set - so while he may be cut - he may also find a way into substantial touches should Kerryon disappoint in training camp and/or pre-season."
"Ryan Grant","We haven't seen much from Grant yet and he isn't an elite athlete - but he is starting in Andrew Luck's offense - and the last time Luck was healthy - he produced 356 fantasy points in one season. There is huge potential with Grant even if he is a mediocre talent."
"Terrelle Pryor","Pryor has both elite athleticism and a big season in his past. Don't be surprised if he wins a starting job in New York and bounces back. He will have to get healthy first - however - which at this point looks like it may still be a while."
"Willie Snead","I'm not sure if even Snead realizes how good he had it with Drew Brees - but the targets are going to be even cloudier in Baltimore now that they've added Michael Crabtree - John Brown - Hayden Hurst - Mark Andrews - Jaleel Scott - and Jordan Lasley this offseason. Think of him as the Cole Beasley of the Ravens offense - but with better talent around him and a worse quarterback."
"Vernon Davis","If and when Jordan Reed gets injured - Davis will step right in as a top 12 fantasy tight end once again. That doesn't mean he is worth drafting - but if Reed gets hurt during the pre-season and you need a tight end - rush to pick up Davis quickly."
"Brandon LaFell","Once he stepped in for an injured A.J. Green in 2016 to produce 862 yards and six touchdowns - most though LaFell had developed a clear role on the team. The odd part was that even though John Ross didn't play - LaFell took a big step back and finished with just 548 yards and three touchdowns. My belief is that Ross plays a lot more this year - forcing LaFell to lose some much-needed snaps for production. He's someone you snag if Green were to get hurt again - but that's about it."
"Dante Pettis","While I wasn't a huge Pettis fan coming into the NFL Draft - I must re-evaluate how I value you him considering the 49ers felt it necessary to trade up in the second-round to acquire him. He may not have a very significant passing role in 2018 - but it shouldn't surprise you if they try to work him in a lot more as the season goes on."
"Charles Sims","Most didn't even realize that Sims was a free agent this offseason - but he was - only to be unsigned all the way up to a week before the NFL Draft when the Bucs gave him a one-year deal. He's been really hit-or-miss throughout his NFL career - averaging 2.8 yards per carry in 2014 - then 2.9 yards per carry in 2016 - but he did average 4.9 yards per carry in-between those two seasons in 2015. He's a passing-down specialist - something the Bucs don't need much help with nowadays with all their receiving threats. Sims is just a boring fantasy option and one who shouldn't be drafted."
"Corey Grant","After watching Chris Ivory exit to the Bills - Grant has inched his way closer to fantasy relevance. With Leonard Fournette continually dealing with injuries - Grant should always be prepared to step-in alongside T.J. Yeldon should Fournette miss any time. In his short stints - Grant has impressed - totaling 412 yards and three touchdowns on 62 carries (6.65 YPC) the last two seasons."
"Gerald Everett","While everyone else debates which Rams wide receiver you want to own - it's very possible that Sean McVay overhauls his process and includes Everett much more in his second season. He was a second-round pick last year - so it's clear they loved his skill-set - though he topped four targets just once in 2017 and that was in Week 17 when they were resting starters. You don't want to bet on him being more involved - but being attached to a high-scoring offense isn't a bad thing for a former second-round pick. He's one of the higher upside tight ends going outside the top-20 at his position."
"James Washington","Washington was not the most athletic receiver in the draft class - but he may be the most complete football player among the crop of receivers. The Steelers are expected to start him right away in three-receiver sets - and while he will have to compete with some stellar players for targets - that still leaves him well worth owning this year."
"Chase Edmonds","Even though he was selected in just the fourth-round and he's now on a team with David Johnson - Edmonds may control his own fate during this offseason. Not only did David Johnson miss the 2017 season - but he's still yet to return to the practice field in what is a brand new offense. Johnson is also on the final year of his contract - meaning that if Edmonds continues to impress while Johnson is out - they may not want to pony-up a whole lot of dough this offseason to re-sign Johnson. Edmonds is just a handcuff at this moment - but he could be one of those guys who surprises if given the opportunity."
"Sam Bradford","Bradford is no lock to hold his job through the pre-season and we know he is as injury prone as they come - but if he does end up starting - Bradford offers much more than the general public will remember. He is by no means a QB1 or even close - but you can bet on him for a few strong streaming starts."
"Courtland Sutton","It's highly unlikely that we see a whole lot of Sutton in year one - as both Demaryius Thomas and Emmanuel Sanders were retained for the 2018 season. Sutton doesn't play the slot position quite yet - which will hinder his playing time."
"Trent Taylor","It's difficult to figure out where Taylor fits in with the 49ers plans this year - as his 60 targets in 2017 were somewhat misleading. Not only was Pierre Garcon hurt for over half the season - but Marquise Goodwin took some time to get going. This offseason didn't help things - either - as the 49ers actually traded-up in the second-round to acquire Dante Pettis. While I believe Taylor gets the first shot - he's obviously on a short leash - which makes him a risky proposition."
"Zay Jones","After finishing as the least efficient receiver in all of football last year - Jones will actually receive a downgrade at quarterback in 2018. On top of that - he may not be ready mentally to play football - as he had an ugly offseason mental episode that would up getting him hospitalized. If he is cleared - his path to targets is extremely easy - so it's impossible to completely dismiss him. It's still difficult to love him in fantasy on a team that might not throw 18 touchdowns all season."
"Lamar Jackson","As it stands in June - it seems Jackson just may steal the job from Flacco. Whether that happens in the preseason or mid-season - he becomes a top 15 fantasy quarterback right away because of the floor his rushing ability offers."
"Ed Dickson","There's a divide of analysts on Dickson - as some believe he's the clear-cut starting tight end in Seattle - but I'm not willing to give him that title based on his body of work. He'll be 31 years old this season - on his third team - and has never eclipsed 528 yards in a season. Sure - he had a 175-yard game last year with Greg Olsen out - but he didn't top 36 yards in any game after that one. He's a fine No. 2 tight end - but I'd like to think the Seahawks want their own third-round draft pick Nick Vannett to win that job as he enters year-three. Should Dickson be named the starter - he'll move up my draft board."
"Tyler Kroft","It isn't exactly fair to expect anyone to get hurt - but at this point in Eifert's career - it is the most likely scenario. If it does happen - Kroft was solid last season as a streamer scoring seven touchdowns so he could be a serviceable options here and there."
"Jake Butt","Quickly forgotten due to a torn ACL right before the NFL Draft - most don't realize that Butt would've likely been picked in the top two rounds had he not suffered that injury. Now with a better quarterback situation - Butt could work his way up the depth chart relatively fast - as Jeff Heuerman isn't someone you should worry about. Keep an eye on the Broncos tight end competition - because there's some production that can be found."
"Jonathan Stewart","You have to wonder if Stewart knew when he signed that the Giants were planning to draft a running back. Because as of now - Stewart might not ever play significant snaps ever again with Saquon Barkley in the fold. It seems that if something happened to Barkley - both Stewart and Wayne Gallman would split the load - though Gallman would likely have more value due to his contributions in the passing-game."
"Kyle Juszczyk","It's sometimes easy to look over the fullback - buy Juszczyk has now totaled at least 33 receptions and 266 yards in each of the last three seasons. He's only totaled 14 carries over that span - but if you're in a league where you must start 3-4 running backs - he could be some cheap production."
"DeAndre Washington","It seemed like Washington was all set to take over the starting role from Latavius Murray a year ago - then the Raiders signed Marshawn Lynch. It then seemed like he'd take it once Lynch retired - but then the Raiders signed Doug Martin. It's clear that he's not in their future plans - despite being efficient on a per-touch basis. He's just a guy on their depth chart who'll pop at times - but there's simply too much salary/experience in front of him on the depth chart."
"Rod Smith","Smith is someone who is likely too low on everyone's board. While you can't project him as a top-50 running back - his value might be greater than that as Ezekiel Elliott's backup. We saw him succeed behind a lesser offensive last year - totaling 232 yards and four touchdowns on just 55 carries - including another 202 yards and touchdown on 19 receptions. If anything were to happen to Elliott - Smith would become the waiver wire add of the year."
"Brice Butler","I wonder if Butler is upset about his landing spot now that the Cardinals drafted Christian Kirk and they're saying that he'll be on the field no matter what. That means Butler now has to compete with J.J. Nelson for the No. 3 wide receiver role in the offense. It's going to be a run-heavy offense - so it's very unlikely he even has an impact if he does beat out Nelson. You're better off looking elsewhere in drafts."
"Stephen Anderson","It'd be nice if we knew who held the Texans starting tight end spot heading into draft season - as they have the easiest tight end schedule in the league. Anderson had a few solid performances last year - including a five-catch - 79-yard - one-touchdown performance against the Titans in Week 13. Still - it could be Ryan Griffin or rookie Jordan Akins who takes the job. It's one to watch during the preseason."
"John Ross","Just because Marvin Lewis didn't use John Ross last year doesn't mean that he is a crummy football player or that the Bengals won't get him targets this season. Granted - he is far from safe - but there is plenty of upside here to be found at the end of your drafts."
"Jeremy Hill","After lighting the fantasy world on fire his rookie season - Hill has never been able to recapture that magic that won fantasy titles. He's averaged just 3.63 yards per carry since that time - but has been good around the goal-line (outside of 2017) - scoring 29 touchdowns in his first three seasons. The Patriots obviously know his limitations in the passing-game and will likely have him and Mike Gillislee compete for the same roster spot. There's little reason to think Hill will pop back up on the fantasy radar."
"Travis Benjamin","There's not much love for Benjamin and that's because he's fourth on the Chargers depth chart. He scored just 4.5 fewer fantasy points than Tyrell Williams on four fewer targets - but one of them moves down the depth chart while Mike Williams moves up - and it's got to be Benjamin. He's one injury away from being fantasy relevant."
"Taylor Gabriel","The landing spot seemed much better for Gabriel before the Bears landed Anthony Miller in the draft - someone who will come in and demand targets from the get-go. Still - Gabriel is a speedy wide receiver that Matt Nagy will likely use in a variety of ways. Some have said he's the closest comp to Tyreek Hill on the Bears - but I'd disagree on that. He's a field-stretcher who will see a lot of one-on-one coverage with Allen Robinson playing on the opposite side of the field. He's not going to be a weekly contributor - but think about someone like Travis Benjamin in 2017."
"Adam Shaheen","So much for that second-year breakout that most were expecting when Matt Nagy was hired - eh? One of the first signings in free agency was Trey Burton - smashing the hopes of Shaheen supporters - as he's now become the backup. They have said that they will run plenty of 2TE sets - so it's possible that Shaheen gets on the field even with Burton - but there's not enough room for production. He's someone you snag off waivers should something happen to Burton."
"Tavon Austin","Tavon has a ridiculous contract - yet the Cowboys insisted on acquiring him anyway. Now - they are suggesting he may see a dozen touches per game out of the backfield. That is clearly stupid and not going to happen - but it is well worth noting that the Cowboys seem to have plans for him."
"Jalen Richard","Despite averaging almost 5.5 yards per carry over the last two seasons - the Raiders felt it necessary to bring in Doug Martin this offseason - essentially destroying any value that Richard could have had in the offense. Both him and DeAndre Washington could be fighting for the same opportunity in training camp - and it might be better if they do release him so he can find a team who can use him."
"James Conner","We aren't sure if the exit of Todd Haley will mean more snaps for Le'Veon Bell's backup running back - but my guess would be no. In fact - we don't even know if the Steelers view Conner as the clear-cut backup to Bell - though he'd definitely be in the mix for touches. He's just a unsure handcuff at this point."
"Garrett Celek","You may be surprised to discover this - but in the five games Jimmy G started for the 49ers - Celek was a top-five fantasy TE while Kittle was top 10. Even though Kittle will likely end up higher this season - that doesn't change the fact that Garoppolo may be able to support two top 15 tight ends."
"Chad Williams","The forgotten man in the Cardinals wide receiver corps - but you really shouldn't forget about a guy they spent a third-round pick on just a year ago. If Sam Bradford can stay healthy - it's possible that Williams finds his way into a few fantasy relevant weeks - though he's far off the radar in standard leagues."
"Mark Walton","Walton is third on the Bengals depth chart - there's no doubt about that. What's important is that he'd only need one injury to contribute to fantasy leagues - as both Joe Mixon and Giovani Bernard are slated to receive 8-plus touches per week. Walton was likely brought on to be Bernard's replacement - as he's a free agent after this season. Walton is known to be excellent in pass-protection and someone who can play on all three downs if necessary."
"Keke Coutee","It didn't take long for Coutee to start turning heads in training camp - just like I thought he would. He's a weapon who reminds me of Tyreek Hill - though he's not going to have the type of impact that Hill has with DeAndre Hopkins and Will Fuller on the field. Still - Coutee is going to have some big weeks if you're looking for someone as an upside bye week filler."
"Joe Williams","Here we are - just one year after beat reporters claimed that Williams was going to take the starting job from Carlos Hyde. Not only did he not do that - but even now with Hyde gone - it seems Williams is firmly planted as the No. 3 running back on the depth chart behind both Jerick McKinnon and Matt Breida. While I wasn't on board with him last year - he might turn out to be a sleeper in drafts this year. McKinnon has struggled with early-down work throughout his career - and the 49ers showed no confidence in Breida as a workhorse when they signed McKinnon. He's nobody you should draft right now - but keep a close eye on him in the preseason."
"Justin Jackson","Many are suggesting Eckeler is the backup to Melvin Gordon - but more likely - he will primarily help in the passing game. It is Justin Jackson who would likely fill in should Gordon go down - and with the offensive line - Jackson could be a star if that scenario were to play out and he saw major touches."
"Josh McCown","It appeared that McCown was going to be handed the starting job for at least the first few weeks - but there's noise coming out of Jets camp that Teddy Bridgewater looks really good. With that being the case - it's hard to invest any pick in McCown - because we know that Sam Darnold will be given the keys to the offense before long."
"Taywan Taylor","If you're looking to hedge against the Corey Davis breakout that everyone is expecting - Taylor is someone that should entice you. He was one of my favorites coming out of the draft last year as someone who reminded me of Kendall Wright - but could play on the perimeter. He didn't get many opportunities with Eric Decker there last year - but Taylor did well with the 28 targets he did see - totaling 231 yards and a touchdown. He's going to be on the field in all 3WR sets"
"Dallas Goedert","He'll be taking place of Trey Burton - who had a few very usable weeks last year when Zach Ertz was ailing. He's going to have a few games that trick you into liking him more than you should - but you should know that the only time you should trust him in your lineup is if Ertz misses a game. If that should happen - Goedert shoots up into the TE1 conversation."
"Travaris Cadet","Cadet didn't come to the Bills until later in the season - but when he did - he had a role in the offense. Over the final six games of the season - he carried the ball 22 times for 93 yards and caught 13 passes for 93 yards. With the lack of receiving options on the roster - it's likely that he's involved once again - though it'd take an injury to LeSean McCoy for him to see a large uptick in production."
"Jacquizz Rodgers","It seems like Rodgers might not even make the Bucs 53-man roster - as they will be carrying Ronald Jones - Charles Sims - and Peyton Barber clearly ahead of him on the depth chart."
"De'Angelo Henderson","He was someone who made an impact last preseason - but it didn't amount to many touches in the regular season with C.J. Anderson - Jamaal Charles - and Devontae Booker in the mix. While Anderson and Charles are gone - the Broncos did draft Royce Freeman in the third-round. Still - it's possible that Henderson is a better running back than Booker and usurps him at some point. He's not draft-worthy - but he's someone to monitor in deep leagues."
"Amara Darboh","After losing both Jimmy Graham and Paul Richardson this offseason - the Seahawks are going to be looking for someone to find the end zone with a tad more frequency. Darboh is 6-foot-2 and 215 pounds - and could be the player to step into a starting role. He was drafted in the third-round last year - so the Seahawks obviously felt like he would be a contributor before long. He's one of those guys you can take with your last draft pick and you should know what you've got after the first week or two."
"Virgil Green","As of the time I'm writing this - Green is slated to be the Chargers starting tight end - though I don't know if it lasts all that long. Despite lackluster competition on the Broncos - Green couldn't hold the job and was supposed to be the Chargers No. 2 tight end behind Hunter Henry. If for whatever reason the Chargers do move forward with Green as their guy - he'll move up the rankings - but his ceiling is nowhere near that of Henry or even Antonio Gates - who had serious rapport with Philip Rivers. He's 30 years old and has never topped 237 yards or one touchdown in a single season."
"Malcolm Mitchell","With Julian Edelman's pending four-game suspension and the exit of Brandin Cooks - the wide receiver depth chart is sort of wide-open after Chris Hogan. Most have forgotten about Mitchell's last six games with Tom Brady that produced 25 receptions for 309 yards and four touchdowns. If Mitchell can bounce back from his injury that knocked him out of 2017 - he could have a few fantasy relevant weeks."
"Sam Darnold","With both Josh McCown and Teddy Bridgewater as veterans on the team - it's nearly impossible that Darnold starts before the second-half of the season. He's not someone you should be drafting - outside of deep 2QB leagues - but even then - you'll likely need the bench spots for someone who'll contribute sooner."
"Baker Mayfield","While I don't expect Mayfield to start Week 1 - this has John Fox in Chicago written all over it. After saying that Mitch Trubisky wasn't going to start - they had no choice but to go to the rookie. While Tyrod Taylor isn't Mike Glennon-bad - he's not going to carry the team to new heights - which is what is needed to save Hue Jackson's job. If you're looking for a rookie to snag at the end of a keeper draft - Mayfield is the one to do it with - as he's got Russell Wilson-type upside - just don't expect him to start for at least half the season."
"Teddy Bridgewater","It seemed like one of the oddest signings of the offseason - as the Jets already had Josh McCown on the roster and we knew they were going quarterback with the No. 3 pick in the draft. Still - Bridgewater has reportedly turned heads at Jets OTAs - making him legit competition for McCown as the Week 1 starter while Sam Darnold waits in the wings. If Bridgewater does win the job - he will be a low-end QB2 while he has the job with some upside if he regains the mobility he once had."
"Mark Andrews","Andrews is someone who reminded me of Jason Witten with the way he maneuvered his way through routes in college. He wasn't fast - but seemed to get open quite a bit - becoming a favorite of Baker Mayfield in the process. He can't block very well - which may limit his playing time - as will their first-round pick Hayden Hurst. The Ravens use their tight end a lot - but knowing that Andrews was taken two rounds later than Hurst - he's clearly in a backup role."
"Nick Vannett","There are a lot of fantasy analysts overlooking Vannett - who was drafted in the third-round a couple years ago waiting in the wings behind both Jimmy Graham and Luke Willson - who are both with new teams in 2018. Yes - the Seahawks did bring in Ed Dickson - but he's not someone who should eliminate Vannett from the starting conversation. He's a big - athletic tight end who could develop into one of Russell Wilson's go-to targets in the red zone."
